,Name,Type,Rarity,Legendary,Power,Toughness,Ability Count,White,Blue,Black,Red,Green,Colorless
367,Sage of the Skies,Creature,rare,False,2,3,2,1,0,0,0,0,2
368,Cryptic Caves,Land,uncommon,False,,,,0,0,0,0,0,0
369,"Ojer Axonil, Deepest Might",Creature,mythic,True,4,4,2,0,0,0,2,0,2
370,Cut Propulsion,Instant,uncommon,False,,,,0,0,0,1,0,2
371,Spectacular Tactics,Instant,common,False,,,,1,0,0,0,0,1
372,Wastewood Verge,Land,rare,False,,,,0,0,1,0,1,0
373,Oblivious Bookworm,Creature,uncommon,False,2,3,,0,1,0,0,1,0
374,"Glarb, Calamity's Augur",Creature,mythic,True,2,4,2,0,1,1,0,1,0
375,Zero Point Ballad,Sorcery,rare,False,,,,0,0,1,0,0,1
376,Repulsive Mutation,Instant,uncommon,False,,,,0,1,0,0,1,1
377,Longstalk Brawl,Sorcery,common,False,,,2,0,0,0,0,1,0
378,Witchstalker Frenzy,Instant,uncommon,False,,,,0,0,0,1,0,3
379,Hunter's Talent,Enchantment,uncommon,False,,,,0,0,0,0,1,1
380,Plumecreed Escort,Creature,uncommon,False,2,1,2,0,1,0,0,0,1
381,Twinflame Travelers,Creature,uncommon,False,3,3,1,0,1,0,1,0,2
382,Malboro,Creature,common,False,4,4,5,0,0,2,0,0,4
383,Dauntless Scrapbot,Artifact Creature,uncommon,False,3,1,,0,0,0,0,0,3
384,"Malcolm, Alluring Scoundrel",Creature,rare,True,2,1,2,0,1,0,0,0,1
385,"Kaito, Cunning Infiltrator",Planeswalker,mythic,True,,,,0,2,0,0,0,1
386,Heroes' Hangout,Sorcery,uncommon,False,,,,0,0,0,1,0,0
387,Magic Damper,Instant,common,False,,,,0,1,0,0,0,0
388,Glimpse the Core,Sorcery,uncommon,False,,,,0,0,0,0,1,1
389,Hide on the Ceiling,Instant,rare,False,,,,0,1,0,0,0,1
390,Great Divide Guide,Creature,rare,False,2,3,,0,0,0,0,1,1
391,"Lizard, Connors's Curse",Creature,rare,True,5,5,1,0,0,0,0,2,2
392,Chomping Changeling,Creature,uncommon,False,1,2,1,0,0,0,0,1,2
393,Insidious Fungus,Creature,uncommon,False,1,2,,0,0,0,0,1,0
394,Qarsi Revenant,Creature,rare,False,3,3,4,0,0,2,0,0,1
395,Dredger's Insight,Enchantment,uncommon,False,,,1,0,0,0,0,1,1
396,Myojin of Night's Reach,Creature,rare,True,5,2,,0,0,3,0,0,5
397,Price of Freedom,Sorcery,uncommon,False,,,,0,0,0,1,0,1
398,Bitterbloom Bearer,Creature,mythic,False,1,1,2,0,0,2,0,0,0
399,Disruptor of Currents,Creature,rare,False,3,3,2,0,2,0,0,0,3
400,"Sygg, Wanderwine Wisdom",Creature,rare,True,2,2,1,0,1,0,0,0,1
401,The Soul Stone,Artifact,mythic,True,,,1,0,0,1,0,0,1
402,Crash Through,Sorcery,common,False,,,,0,0,0,1,0,0
403,Oildeep Gearhulk,Artifact Creature,mythic,False,4,4,2,0,2,2,0,0,0
404,Outcaster Trailblazer,Creature,rare,False,4,2,1,0,0,0,0,1,2
405,Railway Brawler,Creature,mythic,False,5,5,3,0,0,0,0,2,3
406,Temur Battlecrier,Creature,rare,False,4,3,,0,1,0,1,1,0
407,Devastating Onslaught,Sorcery,mythic,False,,,,0,0,0,1,0,2
408,Smuggler's Surprise,Instant,rare,False,,,2,0,0,0,0,1,0
409,Cease / Desist,Enchantment,rare,False,,,1,0,0,1,0,1,4
410,Spectral Denial,Instant,uncommon,False,,,,0,1,0,0,0,1
411,"Lightning, Army of One",Creature,mythic,True,3,2,4,1,0,0,1,0,1
412,Veteran Survivor,Creature,uncommon,False,2,1,1,1,0,0,0,0,0
413,Boros Charm,Instant,uncommon,False,,,,1,0,0,1,0,0
414,Imodane's Recruiter,Creature,uncommon,False,2,2,,0,0,0,1,0,2
415,Mutable Explorer,Creature,rare,False,1,1,1,0,0,0,0,1,2
416,Visage Bandit,Creature,uncommon,False,2,2,1,0,1,0,0,0,3
417,Celestial Reunion,Sorcery,mythic,False,,,1,0,0,0,0,1,1
418,Fanatical Firebrand,Creature,common,False,1,1,1,0,0,0,1,0,0
419,Scalding Viper,Creature,rare,False,2,1,,0,0,0,1,0,1
420,Boulder Dash,Sorcery,uncommon,False,,,,0,0,0,1,0,1
421,Feed the Swarm,Sorcery,common,False,,,,0,0,1,0,0,1
422,Rally the Monastery,Instant,uncommon,False,,,,1,0,0,0,0,3
423,Dreadmaw's Ire,Instant,uncommon,False,,,,0,0,0,1,0,0
424,Restless Vents,Land,rare,False,,,,0,0,1,1,0,0
425,"Morlun, Devourer of Spiders",Creature,rare,True,2,1,1,0,0,2,0,0,1
426,Rush of Dread,Sorcery,rare,False,,,1,0,0,2,0,0,1
427,Withering Torment,Instant,uncommon,False,,,,0,0,1,0,0,2
428,Traveling Chocobo,Creature,mythic,False,3,2,,0,0,0,0,1,2
429,Brightglass Gearhulk,Artifact Creature,mythic,False,4,4,2,2,0,0,0,2,0
430,Herd Heirloom,Artifact,rare,False,,,,0,0,0,0,1,1
431,Cinder Strike,Sorcery,common,False,,,1,0,0,0,1,0,0
432,Doc Ock's Tentacles,Artifact,rare,False,,,1,0,0,0,0,0,1
433,Concealed Courtyard,Land,rare,False,,,,1,0,1,0,0,0
434,Shadowy Backstreet,Land,rare,False,,,1,1,0,1,0,0,0
435,Soul Search,Sorcery,uncommon,False,,,,1,0,1,0,0,0
436,Caretaker's Talent,Enchantment,rare,False,,,,1,0,0,0,0,2
437,Carrot Cake,Artifact,common,False,,,1,1,0,0,0,0,1
438,"Kaya, Spirits' Justice",Planeswalker,mythic,True,,,1,1,0,1,0,0,2
439,Glamer Gifter,Creature,uncommon,False,1,2,2,0,1,0,0,0,1
440,"Mai, Scornful Striker",Creature,rare,True,2,2,1,0,0,1,0,0,1
441,"Vren, the Relentless",Creature,rare,True,3,4,1,0,1,1,0,0,2
442,Mystic Monastery,Land,uncommon,False,,,,1,1,0,1,0,0
443,"Balmor, Battlemage Captain",Creature,uncommon,True,1,3,1,0,1,0,1,0,0
444,Cosmogrand Zenith,Creature,mythic,False,2,4,,1,0,0,0,0,2
445,"Delney, Streetwise Lookout",Creature,mythic,True,2,2,,1,0,0,0,0,2
446,The Dominion Bracelet,Artifact,mythic,True,,,1,0,0,0,0,0,2
447,"Carnage, Crimson Chaos",Creature,rare,True,4,3,2,0,0,1,1,0,2
448,Vengeful Possession,Sorcery,uncommon,False,,,,0,0,0,1,0,2
449,Entropic Battlecruiser,Artifact,rare,False,,,1,0,0,1,0,0,3
450,Opulent Palace,Land,uncommon,False,,,,0,1,1,0,1,0
451,Restless Cottage,Land,rare,False,,,1,0,0,1,0,1,0
452,Undying Malice,Instant,common,False,,,,0,0,1,0,0,0
453,Personify,Instant,uncommon,False,,,,1,0,0,0,0,1
454,Virtue of Loyalty,Enchantment,mythic,False,,,,2,0,0,0,0,3
455,Faerie Dreamthief,Creature,uncommon,False,1,1,2,0,0,1,0,0,0
456,Nowhere to Run,Enchantment,uncommon,False,,,1,0,0,1,0,0,1
457,Malicious Eclipse,Sorcery,uncommon,False,,,,0,0,2,0,0,1
458,Stoic Sphinx,Creature,rare,False,5,3,2,0,2,0,0,0,2
459,Duelist of the Mind,Creature,rare,False,*,3,2,0,1,0,0,0,1
460,Tiger-Seal,Creature,rare,False,3,3,1,0,1,0,0,0,0
461,Scar,,,False,,,,,,,,,
462,Famished Worldsire,Creature,mythic,False,0,0,2,0,0,0,0,3,5
463,"Ojer Kaslem, Deepest Growth",Creature,mythic,True,6,5,2,0,0,0,0,2,3
464,Giant Growth,Instant,common,False,,,,0,0,0,0,1,0
465,Aloe Alchemist,Creature,uncommon,False,3,2,2,0,0,0,0,1,1
466,Questing Druid,Creature,rare,False,1,1,,0,0,0,0,1,1
467,Opera Love Song,Instant,uncommon,False,,,,0,0,0,1,0,1
468,Midnight Tilling,Instant,common,False,,,1,0,0,0,0,1,1
