,DeckIdx,CardIdx,Count
1662,58,308,1
1663,58,224,2
1664,58,251,1
1665,58,215,1
1666,58,200,4
1667,58,181,3
1668,58,155,1
1669,58,225,4
1670,58,156,4
1671,58,157,4
1672,58,309,1
1673,58,222,2
1674,58,310,4
1675,58,311,1
1676,58,153,2
1677,58,154,1
1678,58,312,2
1679,58,105,2
1680,58,155,1
1681,58,313,1
1682,58,162,2
1683,58,40,1
1684,58,314,1
1685,58,130,2
1686,59,68,3
1687,59,120,3
1688,59,121,4
1689,59,23,15
1690,59,122,2
1691,59,26,4
1692,59,123,2
1693,59,124,3
1694,59,30,4
1695,59,125,3
1696,59,127,4
1697,59,252,3
1698,59,315,2
1699,59,128,4
1700,59,129,4
1701,59,105,2
1702,59,29,2
1703,59,43,4
1704,59,126,2
1705,59,45,1
1706,59,35,1
1707,59,130,2
1708,59,168,1
1709,60,278,2
1710,60,141,4
1711,60,143,4
1712,60,49,4
1713,60,24,2
1714,60,144,4
1715,60,145,1
1716,60,97,4
1717,60,149,4
1718,60,268,4
1719,60,83,2
1720,60,84,4
1721,60,163,4
1722,60,267,2
1723,60,157,2
1724,60,316,1
1725,60,66,2
1726,60,202,2
1727,60,161,1
1728,60,182,4
1729,60,158,3
1730,60,267,2
1731,60,41,2
1732,60,42,2
1733,60,279,1
1734,60,162,1
1735,60,158,1
1736,60,46,2
1737,60,47,2
1738,60,139,2
1739,61,22,4
1740,61,169,1
1741,61,141,3
1742,61,143,3
1743,61,259,4
1744,61,144,1
1745,61,97,4
1746,61,260,4
1747,61,149,4
1748,61,261,4
1749,61,262,4
1750,61,26,4
1751,61,263,4
1752,61,264,4
1753,61,227,1
1754,61,30,4
1755,61,265,3
1756,61,266,4
1757,61,158,1
1758,61,267,2
1759,61,268,2
1760,61,270,2
1761,61,162,2
1762,61,158,3
1763,61,39,2
1764,61,35,2
1765,62,106,4
1766,62,107,4
1767,62,97,4
1768,62,255,4
1769,62,246,4
1770,62,317,4
1771,62,318,4
1772,62,113,4
1773,62,54,4
1774,62,319,4
1775,62,320,3
1776,62,321,4
1777,62,250,2
1778,62,322,2
1779,62,323,1
1780,62,324,4
1781,62,325,4
1782,62,231,2
1783,62,99,3
1784,62,191,2
1785,62,119,3
1786,62,45,3
1787,62,130,2
1788,63,22,3
1789,63,169,4
1790,63,205,1
1791,63,274,2
1792,63,49,1
1793,63,206,1
1794,63,207,3
1795,63,51,1
1796,63,97,4
1797,63,52,4
1798,63,131,1
1799,63,150,4
1800,63,208,3
1801,63,209,2
1802,63,210,4
1803,63,211,4
1804,63,213,4
1805,63,36,4
1806,63,56,4
1807,63,16,2
1808,63,216,4
1809,63,208,1
1810,63,41,1
1811,63,206,1
1812,63,63,3
1813,63,16,2
1814,63,46,2
1815,63,66,3
1816,63,39,1
1817,63,220,1
1818,64,49,6
1819,64,24,2
1820,64,50,4
1821,64,51,4
1822,64,52,4
1823,64,326,4
1824,64,327,4
1825,64,211,4
1826,64,184,2
1827,64,56,1
1828,64,11,4
1829,64,133,1
1830,64,328,1
1831,64,58,4
1832,64,16,2
1833,64,60,4
1834,64,65,1
1835,64,66,3
1836,64,39,1
1837,64,40,2
1838,64,216,2
1839,64,138,1
1840,64,92,2
1841,64,249,1
1842,64,41,2
1843,64,14,1
1844,64,329,2
1845,64,95,1
1846,64,63,1
1847,64,64,1
1848,64,46,2
1849,64,39,1
1850,65,68,1
1851,65,120,4
1852,65,121,4
1853,65,23,13
1854,65,288,4
1855,65,26,4
1856,65,124,4
1857,65,29,1
1858,65,30,4
1859,65,125,4
1860,65,126,1
1861,65,247,1
1862,65,127,4
1863,65,252,1
1864,65,128,4
1865,65,166,2
1866,65,129,4
1867,65,114,1
1868,65,99,2
1869,65,105,3
1870,65,29,1
1871,65,126,1
1872,65,88,1
1873,65,89,3
1874,65,79,1
1875,65,130,2
1876,66,49,6
1877,66,24,2
1878,66,50,4
1879,66,51,4
1880,66,52,4
1881,66,326,4
1882,66,327,4
1883,66,211,4
1884,66,184,2
1885,66,138,1
1886,66,56,1
1887,66,11,4
1888,66,57,1
1889,66,58,4
1890,66,16,1
1891,66,60,4
1892,66,65,1
1893,66,66,3
1894,66,39,2
1895,66,216,4
1896,66,138,1
1897,66,92,2
1898,66,249,1
1899,66,41,1
1900,66,133,1
1901,66,329,2
1902,66,95,1
1903,66,63,1
1904,66,16,1
1905,66,46,2
1906,66,159,2
1907,67,68,3
1908,67,120,3
1909,67,121,4
1910,67,23,15
1911,67,122,2
1912,67,26,4
1913,67,123,2
1914,67,124,4
1915,67,30,4
1916,67,125,3
1917,67,126,2
1918,67,127,4
1919,67,70,1
1920,67,128,4
1921,67,166,1
1922,67,129,4
1923,67,29,1
1924,67,43,3
1925,67,126,1
1926,67,45,3
1927,67,282,1
1928,67,46,2
1929,67,35,1
1930,67,130,3
1931,68,76,4
1932,68,49,4
1933,68,24,4
1934,68,77,2
1935,68,78,2
1936,68,79,4
1937,68,80,4
1938,68,81,2
1939,68,82,4
1940,68,83,3
1941,68,280,1
1942,68,84,4
1943,68,330,1
1944,68,286,2
1945,68,85,4
1946,68,47,2
1947,68,114,2
1948,68,88,4
1949,68,89,2
1950,68,66,1
1951,68,91,4
1952,68,92,2
1953,68,218,3
1954,68,41,1
1955,68,99,2
1956,68,94,2
1957,68,119,2
1958,68,96,3
1959,69,20,1
1960,69,49,6
1961,69,0,2
1962,69,24,1
1963,69,50,4
1964,69,51,4
1965,69,52,4
1966,69,183,4
1967,69,184,4
1968,69,185,4
1969,69,55,4
1970,69,186,4
1971,69,187,4
1972,69,221,1
1973,69,188,1
1974,69,222,1
1975,69,189,4
1976,69,116,4
1977,69,62,3
1978,69,92,2
1979,69,249,1
1980,69,41,2
1981,69,94,1
1982,69,221,1
1983,69,95,1
1984,69,64,2
1985,69,16,1
1986,69,190,2
1987,69,65,1
1988,69,139,1
1989,70,21,4
1990,70,22,4
1991,70,23,6
1992,70,24,3
1993,70,97,2
1994,70,25,3
1995,70,26,4
1996,70,27,1
1997,70,28,4
1998,70,29,2
1999,70,30,4
2000,70,31,3
2001,70,32,3
2002,70,33,4
2003,70,75,1
2004,70,34,4
2005,70,36,2
2006,70,70,2
2007,70,38,4
2008,70,234,1
2009,70,41,1
2010,70,235,1
2011,70,44,1
2012,70,236,2
2013,70,46,2
2014,70,39,2
2015,70,35,2
2016,70,48,2
2017,70,214,1
2018,71,68,2
2019,71,120,3
2020,71,121,4
2021,71,23,2
2022,71,49,3
2023,71,0,3
2024,71,97,3
2025,71,52,2
2026,71,246,2
2027,71,25,1
2028,71,124,3
2029,71,125,4
2030,71,126,1
2031,71,248,1
2032,71,11,3
2033,71,200,4
2034,71,250,4
2035,71,57,1
2036,71,16,3
2037,71,66,2
2038,71,39,2
2039,71,40,4
2040,71,19,1
2041,71,128,2
2042,71,217,1
2043,71,105,2
2044,71,63,3
2045,71,33,1
2046,71,247,1
2047,71,16,1
2048,71,251,1
2049,71,46,2
2050,71,65,2
2051,71,35,1
2052,72,76,4
2053,72,49,4
2054,72,24,4
2055,72,77,2
2056,72,78,3
2057,72,79,3
2058,72,80,4
2059,72,81,2
2060,72,83,3
2061,72,280,4
2062,72,84,4
2063,72,85,4
2064,72,47,4
2065,72,139,1
2066,72,114,2
2067,72,88,2
2068,72,89,2
2069,72,66,1
2070,72,331,3
2071,72,91,4
2072,72,92,2
2073,72,218,2
2074,72,41,1
2075,72,99,2
2076,72,119,2
2077,72,88,1
2078,72,46,2
2079,72,39,1
2080,72,96,1
2081,72,139,1
2082,73,169,2
2083,73,332,2
2084,73,76,4
2085,73,49,3
2086,73,171,1
2087,73,206,1
2088,73,77,4
2089,73,79,3
2090,73,98,2
2091,73,80,4
2092,73,333,2
2093,73,224,3
2094,73,334,4
2095,73,114,3
2096,73,335,4
2097,73,240,1
2098,73,336,4
2099,73,66,2
2100,73,222,3
2101,73,298,4
2102,73,304,4
2103,73,92,2
2104,73,218,1
2105,73,99,2
2106,73,94,2
2107,73,95,1
2108,73,46,2
2109,73,96,1
2110,73,219,1
2111,73,47,2
2112,73,139,1
2113,74,68,3
2114,74,120,2
2115,74,337,2
2116,74,121,4
2117,74,23,10
2118,74,0,1
2119,74,255,4
2120,74,164,2
2121,74,124,3
2122,74,30,4
2123,74,125,4
2124,74,127,4
2125,74,338,4
2126,74,252,1
2127,74,250,3
2128,74,339,1
2129,74,165,4
2130,74,128,3
2131,74,166,1
2132,74,0,1
2133,74,45,1
2134,74,340,2
2135,74,63,3
2136,74,16,3
2137,74,46,3
2138,74,130,2
2139,75,20,2
2140,75,49,6
2141,75,0,2
2142,75,50,4
2143,75,51,4
2144,75,52,4
2145,75,183,4
2146,75,184,4
2147,75,185,4
2148,75,55,4
2149,75,186,4
2150,75,187,4
2151,75,188,2
2152,75,189,4
2153,75,116,4
2154,75,62,4
2155,75,138,2
2156,75,92,2
2157,75,249,1
2158,75,94,2
2159,75,63,2
2160,75,64,2
2161,75,46,2
2162,75,66,2
2163,76,20,2
2164,76,49,6
2165,76,0,2
2166,76,50,4
2167,76,51,4
2168,76,52,4
2169,76,183,4
2170,76,184,4
2171,76,185,4
2172,76,55,4
2173,76,186,4
2174,76,187,4
2175,76,188,2
2176,76,222,1
2177,76,189,4
2178,76,116,4
2179,76,62,3
2180,76,92,2
2181,76,249,1
2182,76,41,1
2183,76,217,1
2184,76,94,1
2185,76,64,2
2186,76,16,1
2187,76,190,2
2188,76,46,1
2189,76,66,1
2190,76,40,1
2191,76,139,1
2192,77,23,2
2193,77,259,4
2194,77,24,4
2195,77,144,2
2196,77,97,4
2197,77,260,4
2198,77,341,4
2199,77,342,4
2200,77,343,4
2201,77,344,4
2202,77,345,4
2203,77,35,3
2204,77,323,3
2205,77,339,4
2206,77,346,2
2207,77,71,4
2208,77,347,4
2209,77,172,2
2210,77,160,2
2211,77,29,3
2212,77,45,2
2213,77,158,2
2214,77,348,2
2215,77,349,2
2216,78,21,4
2217,78,22,4
2218,78,23,6
2219,78,24,4
2220,78,25,4
2221,78,26,4
2222,78,27,1
2223,78,69,1
2224,78,28,4
2225,78,30,4
2226,78,224,1
2227,78,31,2
2228,78,32,3
2229,78,33,4
2230,78,34,4
2231,78,35,1
2232,78,36,1
2233,78,38,4
2234,78,39,2
2235,78,44,2
2236,78,68,1
2237,78,41,1
2238,78,57,1
2239,78,29,1
2240,78,43,3
2241,78,167,1
2242,78,74,1
2243,78,46,2
2244,78,39,1
2245,78,35,1
2246,78,48,1
2247,78,36,1
2248,79,68,2
2249,79,120,3
2250,79,121,4
2251,79,23,2
2252,79,49,3
2253,79,0,3
2254,79,97,3
2255,79,52,2
2256,79,255,1
2257,79,246,1
2258,79,25,1
2259,79,124,3
2260,79,125,4
2261,79,35,2
2262,79,36,1
2263,79,11,3
2264,79,200,4
2265,79,217,2
2266,79,250,4
2267,79,105,1
2268,79,16,3
2269,79,65,1
2270,79,66,2
2271,79,39,1
2272,79,40,4
2273,79,217,1
2274,79,105,2
2275,79,277,3
2276,79,63,3
2277,79,16,1
2278,79,46,1
2279,79,65,1
2280,79,39,1
2281,79,35,1
2282,79,36,1
2283,80,68,3
2284,80,120,3
2285,80,121,4
2286,80,23,14
2287,80,122,3
2288,80,26,4
2289,80,123,2
2290,80,124,4
2291,80,30,4
2292,80,125,3
2293,80,126,2
2294,80,127,4
2295,80,70,1
2296,80,128,4
2297,80,166,1
2298,80,129,4
2299,80,43,4
2300,80,126,1
2301,80,45,3
2302,80,46,3
2303,80,130,4
2304,81,22,3
2305,81,169,4
2306,81,205,1
2307,81,49,1
2308,81,206,1
2309,81,77,1
2310,81,207,4
2311,81,51,2
2312,81,97,4
2313,81,52,4
2314,81,150,4
2315,81,208,3
2316,81,209,4
2317,81,210,4
2318,81,211,2
2319,81,212,2
2320,81,213,4
2321,81,36,4
2322,81,56,2
2323,81,11,2
2324,81,118,1
2325,81,216,3
2326,81,208,1
2327,81,41,1
2328,81,94,2
2329,81,63,2
2330,81,16,2
2331,81,46,2
2332,81,39,2
2333,81,211,1
2334,81,350,1
2335,81,351,1
2336,82,68,2
2337,82,120,4
2338,82,121,4
2339,82,23,11
2340,82,0,1
2341,82,255,4
2342,82,26,4
2343,82,123,2
2344,82,124,4
2345,82,29,1
2346,82,30,4
2347,82,125,4
2348,82,127,4
2349,82,250,3
2350,82,128,4
2351,82,129,4
2352,82,45,3
2353,82,63,3
2354,82,16,3
2355,82,46,2
2356,82,130,3
2357,82,168,1
2358,83,332,3
2359,83,141,4
2360,83,195,2
2361,83,49,5
2362,83,196,4
2363,83,144,5
2364,83,145,3
2365,83,224,1
2366,83,47,2
2367,83,139,1
2368,83,200,4
2369,83,153,3
2370,83,154,4
2371,83,157,4
2372,83,66,3
2373,83,40,3
2374,83,222,3
2375,83,161,2
2376,83,158,4
2377,83,92,2
2378,83,269,2
2379,83,217,1
2380,83,94,1
2381,83,95,1
2382,83,162,2
2383,83,220,1
2384,83,130,2
2385,83,163,3
2386,84,76,4
2387,84,49,4
2388,84,24,4
2389,84,77,2
2390,84,78,3
2391,84,97,1
2392,84,79,3
2393,84,80,4
2394,84,352,4
2395,84,81,2
2396,84,83,2
2397,84,84,4
2398,84,85,4
2399,84,47,3
2400,84,114,2
2401,84,88,2
2402,84,89,3
2403,84,66,2
2404,84,91,4
2405,84,304,3
2406,84,92,1
2407,84,218,2
2408,84,41,2
2409,84,99,2
2410,84,95,1
2411,84,88,2
2412,84,89,1
2413,84,46,2
2414,84,96,1
2415,84,219,1
2416,85,49,6
2417,85,24,3
2418,85,50,4
2419,85,51,4
2420,85,52,4
2421,85,53,4
2422,85,54,4
2423,85,55,4
2424,85,56,1
2425,85,11,4
2426,85,57,2
2427,85,58,4
2428,85,59,2
2429,85,60,4
2430,85,40,4
2431,85,61,2
2432,85,62,4
2433,85,41,1
2434,85,63,2
2435,85,64,2
2436,85,16,2
2437,85,46,3
2438,85,65,2
2439,85,66,2
2440,85,67,1
2441,86,0,20
2442,86,78,3
2443,86,2,4
2444,86,191,4
2445,86,4,4
2446,86,5,4
2447,86,7,1
2448,86,9,4
2449,86,18,2
2450,86,192,3
2451,86,11,4
2452,86,12,2
2453,86,16,2
2454,86,13,3
2455,86,14,2
2456,86,193,4
2457,86,16,2
2458,86,13,1
2459,86,17,2
2460,86,18,2
2461,86,178,2
2462,87,76,4
2463,87,24,2
2464,87,77,4
2465,87,79,11
2466,87,98,1
2467,87,80,4
2468,87,208,4
2469,87,237,3
2470,87,238,2
2471,87,212,4
2472,87,239,1
2473,87,114,3
2474,87,240,3
2475,87,241,3
2476,87,119,2
2477,87,88,4
2478,87,40,3
2479,87,216,2
2480,87,242,1
2481,87,99,4
2482,87,238,1
2483,87,95,1
2484,87,243,1
2485,87,33,3
2486,87,244,1
2487,87,89,2
2488,87,46,1
2489,88,195,1
2490,88,76,4
2491,88,49,4
2492,88,24,4
2493,88,77,2
2494,88,78,2
2495,88,79,3
2496,88,80,4
2497,88,81,2
2498,88,82,4
2499,88,83,3
2500,88,84,4
2501,88,33,2
2502,88,85,4
2503,88,47,3
2504,88,139,1
2505,88,114,2
2506,88,322,1
2507,88,87,1
2508,88,88,3
2509,88,89,2
2510,88,91,4
2511,88,92,2
2512,88,218,2
2513,88,99,2
2514,88,217,1
2515,88,14,2
2516,88,119,1
2517,88,95,1
2518,88,88,1
2519,88,46,1
2520,88,96,1
2521,88,220,1
2522,89,68,3
2523,89,120,4
2524,89,121,4
2525,89,23,13
2526,89,122,2
2527,89,26,4
2528,89,123,1
2529,89,124,4
2530,89,30,4
2531,89,125,3
2532,89,126,2
2533,89,127,4
2534,89,70,2
2535,89,252,2
2536,89,128,4
2537,89,129,4
2538,89,29,1
2539,89,43,3
2540,89,126,2
2541,89,45,2
2542,89,167,1
2543,89,247,1
2544,89,46,1
2545,89,35,1
2546,89,130,3
2547,90,22,3
2548,90,169,4
2549,90,205,1
2550,90,274,4
2551,90,49,1
2552,90,206,1
2553,90,77,1
2554,90,97,4
2555,90,52,4
2556,90,80,1
2557,90,150,4
2558,90,208,4
2559,90,209,4
2560,90,210,4
2561,90,211,3
2562,90,213,4
2563,90,36,4
2564,90,215,1
2565,90,56,2
2566,90,118,1
2567,90,353,2
2568,90,216,4
2569,90,41,2
2570,90,354,1
2571,90,105,2
2572,90,63,2
2573,90,16,2
2574,90,46,2
2575,90,65,2
2576,90,350,2
2577,91,68,3
2578,91,120,3
2579,91,121,4
2580,91,23,14
2581,91,122,3
2582,91,26,4
2583,91,164,1
2584,91,123,3
2585,91,124,4
2586,91,30,4
2587,91,125,3
2588,91,127,4
2589,91,70,2
2590,91,128,4
2591,91,129,4
2592,91,43,4
2593,91,126,3
2594,91,45,3
2595,91,167,1
2596,91,130,3
2597,91,168,1
2598,92,278,2
2599,92,141,4
2600,92,143,4
2601,92,49,3
2602,92,24,2
2603,92,144,5
2604,92,145,1
2605,92,97,4
2606,92,149,4
2607,92,268,4
2608,92,83,2
2609,92,198,2
2610,92,355,1
2611,92,84,4
2612,92,277,1
2613,92,163,4
2614,92,267,3
2615,92,157,2
2616,92,66,1
2617,92,182,4
2618,92,158,3
2619,92,202,3
2620,92,267,1
2621,92,172,2
2622,92,161,1
2623,92,279,1
2624,92,162,1
2625,92,46,2
2626,92,222,1
2627,92,47,2
2628,92,139,1
2629,93,205,1
2630,93,141,4
2631,93,143,4
2632,93,49,3
2633,93,196,3
2634,93,144,1
2635,93,50,2
2636,93,147,1
2637,93,52,1
2638,93,148,4
2639,93,131,2
2640,93,224,1
2641,93,152,2
2642,93,139,3
2643,93,138,2
2644,93,200,4
2645,93,153,2
2646,93,181,1
2647,93,154,4
2648,93,225,1
2649,93,156,2
2650,93,157,2
2651,93,16,1
2652,93,66,2
2653,93,40,3
2654,93,222,2
2655,93,229,1
2656,93,244,1
2657,93,92,1
2658,93,172,1
2659,93,181,1
2660,93,308,1
2661,93,227,2
2662,93,356,1
2663,93,63,1
2664,93,357,1
2665,93,358,2
2666,93,220,1
2667,93,47,3
2668,94,68,3
2669,94,120,3
2670,94,121,4
2671,94,23,13
2672,94,122,3
2673,94,26,4
2674,94,124,4
2675,94,29,2
2676,94,30,4
2677,94,125,4
2678,94,126,2
2679,94,127,4
2680,94,35,1
2681,94,70,1
2682,94,128,4
2683,94,129,4
2684,94,43,4
2685,94,126,2
2686,94,167,2
2687,94,247,1
2688,94,282,3
2689,94,46,1
2690,94,35,1
2691,94,168,1
2692,95,68,3
2693,95,120,3
2694,95,121,4
2695,95,23,14
2696,95,122,2
2697,95,26,4
2698,95,123,2
2699,95,124,4
2700,95,29,1
2701,95,30,4
2702,95,125,3
2703,95,126,2
2704,95,127,4
2705,95,70,1
2706,95,37,1
2707,95,128,4
2708,95,129,4
2709,95,29,2
2710,95,43,3
2711,95,126,2
2712,95,45,2
2713,95,167,1
2714,95,247,1
2715,95,35,1
2716,95,130,3
2717,96,20,1
2718,96,49,6
2719,96,0,2
2720,96,24,1
2721,96,50,4
2722,96,51,4
2723,96,52,4
2724,96,183,4
2725,96,184,4
2726,96,185,4
2727,96,55,4
2728,96,186,4
2729,96,187,4
2730,96,221,1
2731,96,188,2
2732,96,189,4
2733,96,116,4
2734,96,62,3
2735,96,92,2
2736,96,41,2
2737,96,94,1
2738,96,33,2
2739,96,64,2
2740,96,16,2
2741,96,190,2
2742,96,66,1
2743,96,130,1
2744,97,20,1
2745,97,49,6
2746,97,0,2
2747,97,24,1
2748,97,50,4
2749,97,51,4
2750,97,52,4
2751,97,183,4
2752,97,184,4
2753,97,185,4
2754,97,55,4
2755,97,186,4
2756,97,187,4
2757,97,221,1
2758,97,188,2
2759,97,189,4
2760,97,116,4
2761,97,62,3
2762,97,92,2
2763,97,41,2
2764,97,94,1
2765,97,33,2
2766,97,64,2
2767,97,16,2
2768,97,190,2
2769,97,65,1
2770,97,130,1
2771,98,143,4
2772,98,49,3
2773,98,0,2
2774,98,50,4
2775,98,147,1
2776,98,51,4
2777,98,52,4
2778,98,183,4
2779,98,184,4
2780,98,185,4
2781,98,186,4
2782,98,187,4
2783,98,221,2
2784,98,188,2
2785,98,225,3
2786,98,65,2
2787,98,222,1
2788,98,189,4
2789,98,116,4
2790,98,92,2
2791,98,41,2
2792,98,94,2
2793,98,95,1
2794,98,33,3
2795,98,16,2
2796,98,190,1
2797,98,46,1
2798,98,222,1
2799,99,49,6
2800,99,24,3
2801,99,50,4
2802,99,51,4
2803,99,52,4
2804,99,53,4
2805,99,54,4
2806,99,55,4
2807,99,56,1
2808,99,11,4
2809,99,57,2
2810,99,58,4
2811,99,59,1
2812,99,60,4
2813,99,40,4
2814,99,353,1
2815,99,61,2
2816,99,62,4
2817,99,249,2
2818,99,64,3
2819,99,16,1
2820,99,59,1
2821,99,46,3
2822,99,65,2
2823,99,66,2
2824,99,67,1
2825,100,49,6
2826,100,24,2
2827,100,50,4
2828,100,51,4
2829,100,52,4
2830,100,326,4
2831,100,327,4
2832,100,211,4
2833,100,184,2
2834,100,56,1
2835,100,249,1
2836,100,11,4
2837,100,328,2
2838,100,57,1
2839,100,58,4
2840,100,60,4
2841,100,65,1
2842,100,66,3
2843,100,39,1
2844,100,216,4
2845,100,138,1
2846,100,92,2
2847,100,249,1
2848,100,41,1
2849,100,181,1
2850,100,133,1
2851,100,95,1
2852,100,63,1
2853,100,64,2
2854,100,46,2
2855,100,39,1
2856,100,18,1
2857,101,68,2
2858,101,359,1
2859,101,120,3
2860,101,121,4
2861,101,23,14
2862,101,122,2
2863,101,26,4
2864,101,164,1
2865,101,123,2
2866,101,124,4
2867,101,29,1
2868,101,30,4
2869,101,125,2
2870,101,126,2
2871,101,127,4
2872,101,70,1
2873,101,128,4
2874,101,166,1
2875,101,129,4
2876,101,70,1
2877,101,29,1
2878,101,43,2
2879,101,126,1
2880,101,45,1
2881,101,167,1
2882,101,282,1
2883,101,46,2
2884,101,35,2
2885,101,130,2
2886,101,168,1
2887,102,68,3
2888,102,120,3
2889,102,121,4
2890,102,23,13
2891,102,122,3
2892,102,26,4
2893,102,124,4
2894,102,29,2
2895,102,30,4
2896,102,125,4
2897,102,126,2
2898,102,127,4
2899,102,35,1
2900,102,70,1
2901,102,128,4
2902,102,129,4
2903,102,43,4
2904,102,126,2
2905,102,167,2
2906,102,247,1
2907,102,282,3
2908,102,46,1
2909,102,35,1
2910,102,168,1
2911,103,0,20
2912,103,78,4
2913,103,2,4
2914,103,191,4
2915,103,4,4
2916,103,9,4
2917,103,360,3
2918,103,272,4
2919,103,18,1
2920,103,10,2
2921,103,11,4
2922,103,12,2
2923,103,16,2
2924,103,13,2
2925,103,361,1
2926,103,193,4
2927,103,16,2
2928,103,13,1
2929,103,46,3
2930,103,18,3
2931,103,178,1
2932,104,169,4
2933,104,170,4
2934,104,171,4
2935,104,0,2
2936,104,24,2
2937,104,147,4
2938,104,148,4
2939,104,172,4
2940,104,173,3
2941,104,174,4
2942,104,175,4
2943,104,9,4
2944,104,176,4
2945,104,177,2
2946,104,163,4
2947,104,11,4
2948,104,154,2
2949,104,362,1
2950,104,160,3
2951,104,180,1
2952,104,181,2
2953,104,154,1
2954,104,182,2
2955,104,162,3
2956,104,347,1
2957,104,178,2
2958,105,169,2
2959,105,170,4
2960,105,171,4
2961,105,0,2
2962,105,24,4
2963,105,147,4
2964,105,148,4
2965,105,172,4
2966,105,173,3
2967,105,174,4
2968,105,175,4
2969,105,9,4
2970,105,176,4
2971,105,177,2
2972,105,163,4
2973,105,11,4
2974,105,154,2
2975,105,362,1
2976,105,160,3
2977,105,154,2
2978,105,63,2
2979,105,279,2
2980,105,162,3
2981,105,362,1
2982,105,178,2
2983,106,169,3
2984,106,170,4
2985,106,171,3
2986,106,0,2
2987,106,24,4
2988,106,147,4
2989,106,148,4
2990,106,172,4
2991,106,173,3
2992,106,174,4
2993,106,175,4
2994,106,9,4
2995,106,176,4
2996,106,177,2
2997,106,163,4
2998,106,11,4
2999,106,154,2
3000,106,362,1
3001,106,160,3
3002,106,154,1
3003,106,63,3
3004,106,279,2
3005,106,162,3
3006,106,362,1
3007,106,178,2
3008,107,76,4
3009,107,49,5
3010,107,24,3
3011,107,77,2
3012,107,78,3
3013,107,79,4
3014,107,80,4
3015,107,81,2
3016,107,82,4
3017,107,83,4
3018,107,84,4
3019,107,85,4
3020,107,47,4
3021,107,139,1
3022,107,114,2
3023,107,87,1
3024,107,88,2
3025,107,89,2
3026,107,66,1
3027,107,91,4
3028,107,92,3
3029,107,114,1
3030,107,41,2
3031,107,99,2
3032,107,88,2
3033,107,46,2
3034,107,96,1
3035,107,219,1
3036,107,220,1
3037,108,332,4
3038,108,195,1
3039,108,76,4
3040,108,49,4
3041,108,77,2
3042,108,79,3
3043,108,98,4
3044,108,80,4
3045,108,224,1
3046,108,220,1
3047,108,139,2
3048,108,92,1
3049,108,114,2
3050,108,200,4
3051,108,240,4
3052,108,217,3
3053,108,95,1
3054,108,88,3
3055,108,89,1
3056,108,66,3
3057,108,40,4
3058,108,96,1
3059,108,222,3
3060,108,92,2
3061,108,41,1
3062,108,99,1
3063,108,94,2
3064,108,14,1
3065,108,42,2
3066,108,238,1
3067,108,46,1
3068,108,96,1
3069,108,47,2
3070,108,139,1
3071,109,49,7
3072,109,24,2
3073,109,50,4
3074,109,51,4
3075,109,52,4
3076,109,53,4
3077,109,54,4
3078,109,55,4
3079,109,56,1
3080,109,11,4
3081,109,133,2
3082,109,57,1
3083,109,58,4
3084,109,60,4
3085,109,40,4
3086,109,353,1
3087,109,61,2
3088,109,62,4
3089,109,92,1
3090,109,57,1
3091,109,64,3
3092,109,46,3
3093,109,65,2
3094,109,66,2
3095,109,67,2
3096,109,61,1
3097,110,22,1
3098,110,49,5
3099,110,24,3
3100,110,50,4
3101,110,51,4
3102,110,52,4
3103,110,53,4
3104,110,54,4
3105,110,55,4
3106,110,56,2
3107,110,11,4
3108,110,58,4
3109,110,59,2
3110,110,13,1
3111,110,60,4
3112,110,40,4
3113,110,61,2
3114,110,62,4
3115,110,92,1
3116,110,104,4
3117,110,327,2
3118,110,64,1
3119,110,16,2
3120,110,65,1
3121,110,66,1
3122,110,67,2
3123,110,61,1
3124,111,49,6
3125,111,24,2
3126,111,50,4
3127,111,51,4
3128,111,52,4
3129,111,326,4
3130,111,327,4
3131,111,33,2
3132,111,211,3
3133,111,184,3
3134,111,138,1
3135,111,56,1
3136,111,11,4
3137,111,57,1
3138,111,58,4
3139,111,60,4
3140,111,65,1
3141,111,66,3
3142,111,39,1
3143,111,216,4
3144,111,92,2
3145,111,133,2
3146,111,57,1
3147,111,63,2
3148,111,33,1
3149,111,16,1
3150,111,46,2
3151,111,65,1
3152,111,39,2
3153,111,211,1
3154,112,49,6
3155,112,50,4
3156,112,51,4
3157,112,52,4
3158,112,131,2
3159,112,326,4
3160,112,327,4
3161,112,211,4
3162,112,184,3
3163,112,11,4
3164,112,328,2
3165,112,57,2
3166,112,58,4
3167,112,60,4
3168,112,65,1
3169,112,66,3
3170,112,39,1
3171,112,216,4
3172,112,138,1
3173,112,92,2
3174,112,249,2
3175,112,41,1
3176,112,133,1
3177,112,329,2
3178,112,95,1
3179,112,63,1
3180,112,64,2
3181,112,46,2
3182,113,49,6
3183,113,24,2
3184,113,50,4
3185,113,51,4
3186,113,52,4
3187,113,326,4
3188,113,327,4
3189,113,211,4
3190,113,184,2
3191,113,138,1
3192,113,56,1
3193,113,11,4
3194,113,57,1
3195,113,58,4
3196,113,16,1
3197,113,60,4
3198,113,65,1
3199,113,66,3
3200,113,39,2
3201,113,216,4
3202,113,138,1
3203,113,92,2
3204,113,249,1
3205,113,41,1
3206,113,329,2
3207,113,95,1
3208,113,63,1
3209,113,16,1
3210,113,46,2
3211,113,159,2
3212,113,350,1
3213,114,0,21
3214,114,78,3
