,Name,Type,Rarity,Legendary,Power,Toughness,Ability Count,White,Blue,Black,Red,Green,Colorless
364,Fugitive Codebreaker,Creature,rare,False,2,1,3,0,0,0,1,0,1
365,"Kellan, Planar Trailblazer",Creature,rare,True,2,1,,0,0,0,1,0,0
366,Shock,Instant,common,False,,,,0,0,0,1,0,0
367,Case of the Crimson Pulse,Enchantment,rare,False,,,1,0,0,0,1,0,2
368,Valorous Stance,Instant,uncommon,False,,,,1,0,0,0,0,1
369,Dream Beavers,Creature,uncommon,False,1,1,2,0,0,1,0,0,0
370,Scorching Shot,Sorcery,uncommon,False,,,,0,0,0,2,0,0
371,Nowhere to Run,Enchantment,uncommon,False,,,1,0,0,1,0,0,1
372,Elegant Parlor,Land,rare,False,,,1,1,0,0,1,0,0
373,Gwen Stacy,Creature,mythic,True,2,1,4,0,0,0,1,0,1
374,"Shiko, Paragon of the Way",Creature,mythic,True,4,5,2,1,1,0,1,0,2
375,Outrageous Robbery,Instant,rare,False,,,,0,0,2,0,0,1
376,Dryad Militant,Creature,uncommon,False,2,1,,0,0,0,0,0,0
377,Lush Portico,Land,rare,False,,,1,1,0,0,0,1,0
378,Formidable Speaker,Creature,rare,False,2,4,,0,0,0,0,1,2
379,Shimmerwilds Growth,Enchantment,uncommon,False,,,1,0,0,0,0,1,1
380,Bovine Intervention,Instant,uncommon,False,,,,1,0,0,0,0,1
381,Gigastorm Titan,Creature,uncommon,False,4,4,,0,1,0,0,0,4
382,Spectacular Pileup,Sorcery,rare,False,,,1,2,0,0,0,0,3
383,Dredger's Insight,Enchantment,uncommon,False,,,1,0,0,0,0,1,1
384,Myojin of Night's Reach,Creature,rare,True,5,2,,0,0,3,0,0,5
385,Forsaken Miner,Creature,uncommon,False,2,2,,0,0,1,0,0,0
386,Optimistic Scavenger,Creature,uncommon,False,1,1,1,1,0,0,0,0,0
387,United Battlefront,Sorcery,rare,False,,,,1,0,0,0,0,3
388,Case of the Stashed Skeleton,Enchantment,rare,False,,,2,0,0,1,0,0,1
389,Corpses of the Lost,Enchantment,rare,False,,,,0,0,1,0,0,2
390,Origin of Spider-Man,Enchantment,rare,False,,,,1,0,0,0,0,1
391,Great Divide Guide,Creature,rare,False,2,3,,0,0,0,0,1,1
392,Sunken Citadel,Land,rare,False,,,,0,0,0,0,0,0
393,Devout Decree,Sorcery,uncommon,False,,,1,1,0,0,0,0,1
394,Stoic Sphinx,Creature,rare,False,5,3,2,0,2,0,0,0,2
395,"Momo, Playful Pet",Creature,uncommon,True,1,1,4,1,0,0,0,0,0
396,Sunpearl Kirin,Creature,uncommon,False,2,1,2,1,0,0,0,0,1
397,Air Nomad Legacy,Enchantment,uncommon,False,,,,1,1,0,0,0,0
398,Champion of the Path,Creature,rare,False,7,3,1,0,0,0,1,0,3
399,Underground Mortuary,Land,rare,False,,,1,0,0,1,0,1,0
400,"Glarb, Calamity's Augur",Creature,mythic,True,2,4,2,0,1,1,0,1,0
401,The Swarmweaver,Artifact Creature,rare,True,2,3,1,0,0,1,0,1,2
402,Cactusfolk Sureshot,Creature,uncommon,False,4,4,2,0,0,0,1,1,2
403,Spectral Denial,Instant,uncommon,False,,,,0,1,0,0,0,1
404,Realm of Koh,Land,rare,False,,,,0,0,1,0,0,0
405,Flitterwing Nuisance,Creature,rare,False,2,2,1,0,1,0,0,0,0
406,Oscorp Industries,Land,rare,False,,,1,0,1,1,1,0,0
407,"Abigale, Eloquent First-Year",Creature,rare,True,1,1,3,0,0,0,0,0,0
408,Dauntless Scrapbot,Artifact Creature,uncommon,False,3,1,,0,0,0,0,0,3
409,Dark Leo & Shredder,Creature,mythic,True,1,3,1,1,0,1,0,0,0
410,"Sygg, Wanderwine Wisdom",Creature,rare,True,2,2,1,0,1,0,0,0,1
411,The Last Ronin's Technique,Instant,uncommon,False,,,1,1,0,0,0,0,3
412,Tragic Trajectory,Sorcery,uncommon,False,,,1,0,0,1,0,0,0
413,Crash Through,Sorcery,common,False,,,,0,0,0,1,0,0
414,"Adagia, Windswept Bastion",Land,mythic,False,,,1,1,0,0,0,0,0
415,"Uthros, Titanic Godcore",Land,mythic,False,,,1,0,1,0,0,0,0
416,Grand Abolisher,Creature,mythic,False,2,2,,2,0,0,0,0,0
417,Omniscience,Enchantment,mythic,False,,,,0,3,0,0,0,7
418,Overlord of the Mistmoors,Enchantment Creature,mythic,False,6,6,1,2,0,0,0,0,5
419,Questing Druid,Creature,rare,False,1,1,,0,0,0,0,1,1
420,Spicy Oatmeal Pizza,Artifact,uncommon,False,,,,0,0,0,1,0,2
421,"Arachne, Psionic Weaver",Creature,rare,True,3,3,1,1,0,0,0,0,2
422,Reroute Systems,Instant,uncommon,False,,,,1,0,0,0,0,0
423,Scavenging Ooze,Creature,rare,False,2,2,,0,0,0,0,1,1
424,Super Shredder,Creature,mythic,True,1,1,1,0,0,1,0,0,1
425,"Arabella, Abandoned Doll",Artifact Creature,uncommon,True,1,3,,1,0,0,1,0,0
426,"Delney, Streetwise Lookout",Creature,mythic,True,2,2,,1,0,0,0,0,2
427,"Raphael, the Nightwatcher",Creature,rare,True,2,3,1,0,0,0,2,0,2
428,Stadium Headliner,Creature,rare,False,1,1,1,0,0,0,1,0,0
429,Frontline Rush,Instant,uncommon,False,,,,1,0,0,1,0,0
430,Warleader's Call,Enchantment,rare,False,,,,1,0,0,1,0,1
431,Go Ninja Go,Sorcery,uncommon,False,,,,1,0,0,1,0,0
432,Reclamation Sage,Creature,uncommon,False,2,1,,0,0,0,0,1,2
433,"Sab-Sunen, Luxa Embodied",Creature,mythic,True,6,6,3,0,1,0,0,1,3
434,Ancient Vendetta,Sorcery,uncommon,False,,,,0,0,1,0,0,3
435,Sire of Seven Deaths,Creature,mythic,False,7,7,7,0,0,0,0,0,7
436,Kitesail Larcenist,Creature,rare,False,2,3,2,0,1,0,0,0,2
437,Grim Bauble,Artifact,common,False,,,1,0,0,1,0,0,0
438,Momentum Breaker,Enchantment,uncommon,False,,,1,0,0,1,0,0,1
439,"Lord Skitter, Sewer King",Creature,rare,True,3,3,,0,0,1,0,0,2
440,Bulk Up,Instant,uncommon,False,,,1,0,0,0,1,0,1
441,Ruinous Rampage,Sorcery,uncommon,False,,,,0,0,0,2,0,1
442,"Chandra, Spark Hunter",Planeswalker,mythic,True,,,,0,0,0,1,0,3
443,Stab,Instant,common,False,,,,0,0,1,0,0,0
444,Razorkin Needlehead,Creature,rare,False,2,2,,0,0,0,2,0,0
445,Lightning Strike,Instant,common,False,,,,0,0,0,1,0,1
446,"Zhao, the Moon Slayer",Creature,rare,True,2,2,1,0,0,0,1,0,1
447,Howlsquad Heavy,Creature,rare,False,2,3,2,0,0,0,1,0,2
448,Twisted Fealty,Sorcery,uncommon,False,,,1,0,0,0,1,0,2
449,Jace Reawakened,Planeswalker,mythic,True,,,1,0,2,0,0,0,0
450,Price of Freedom,Sorcery,uncommon,False,,,,0,0,0,1,0,1
451,Frostcliff Siege,Enchantment,rare,False,,,,0,1,0,1,0,1
452,"Hobgoblin, Mantled Marauder",Creature,uncommon,True,1,2,2,0,0,0,1,0,1
453,Aetherize,Instant,uncommon,False,,,,0,1,0,0,0,3
454,Crystal Barricade,Artifact Creature,rare,False,0,4,1,1,0,0,0,0,1
455,Fanatical Firebrand,Creature,common,False,1,1,1,0,0,0,1,0,0
456,Hearthborn Battler,Creature,rare,False,2,3,1,0,0,0,1,0,2
457,Scalding Viper,Creature,rare,False,2,1,,0,0,0,1,0,1
458,Oblivious Bookworm,Creature,uncommon,False,2,3,,0,1,0,0,1,0
459,"Malcolm, Alluring Scoundrel",Creature,rare,True,2,1,2,0,1,0,0,0,1
460,Season of Loss,Sorcery,mythic,False,,,,0,0,2,0,0,3
461,Disruptive Stormbrood,Creature,uncommon,False,3,3,1,0,0,0,0,1,4
462,Sentinel of Lost Lore,Creature,rare,False,3,4,,0,0,0,0,2,1
463,Spell Stutter,Instant,common,False,,,,0,1,0,0,0,1
464,Does Machines,Enchantment,rare,False,,,1,0,1,0,0,0,1
465,Hunter's Talent,Enchantment,uncommon,False,,,,0,0,0,0,1,1
466,Dragon Sniper,Creature,uncommon,False,1,1,3,0,0,0,0,1,0
467,Veteran Survivor,Creature,uncommon,False,2,1,1,1,0,0,0,0,0
468,Jasmine Dragon Tea Shop,Land,rare,False,,,,0,0,0,0,0,0
469,Earth King's Lieutenant,Creature,rare,False,1,1,1,1,0,0,0,1,0
470,Earth Kingdom Jailer,Creature,uncommon,False,3,3,,1,0,0,0,0,2
471,Earth Kingdom Protectors,Creature,uncommon,False,1,1,1,1,0,0,0,0,0
472,Earthen Ally,Creature,rare,False,0,2,1,0,0,0,0,1,0
473,Invasion Reinforcements,Creature,uncommon,False,1,1,1,1,0,0,0,0,1
474,"Katara, the Fearless",Creature,rare,True,3,3,,1,1,0,0,1,0
475,South Pole Voyager,Creature,rare,False,2,2,,1,0,0,0,0,1
476,Wartime Protestors,Creature,rare,False,4,4,1,0,0,0,1,0,3
477,Leonardo's Technique,Sorcery,rare,False,,,1,1,0,0,0,0,3
478,Boiling Rock Rioter,Creature,rare,False,3,3,1,0,0,1,0,0,2
479,Celestial Reunion,Sorcery,mythic,False,,,1,0,0,0,0,1,1
480,Chronicle of Victory,Artifact,mythic,True,,,,0,0,0,0,0,6
481,Dawn's Truce,Instant,rare,False,,,1,1,0,0,0,0,1
482,"Mai, Scornful Striker",Creature,rare,True,2,2,1,0,0,1,0,0,1
483,Rockface Village,Land,uncommon,False,,,,0,0,0,1,0,0
484,Shocking Sharpshooter,Creature,uncommon,False,1,3,1,0,0,0,1,0,1
485,Song of Totentanz,Sorcery,rare,False,,,,0,0,0,1,0,1
486,"Mutagen Man, Living Ooze",Creature,rare,True,2,3,1,0,0,0,0,2,1
487,Pawpatch Recruit,Creature,rare,False,2,1,2,0,0,0,0,1,0
488,Sentinel of the Nameless City,Creature,rare,False,3,4,2,0,0,0,0,1,2
489,Lively Dirge,Sorcery,uncommon,False,,,1,0,0,1,0,0,1
490,Hollowmurk Siege,Enchantment,rare,False,,,,0,0,1,0,1,0
491,Obsessive Pursuit,Enchantment,rare,False,,,,0,0,1,0,0,1
492,Saved by the Shell,Instant,uncommon,False,,,,0,0,0,0,1,1
493,Lost in the Maze,Enchantment,rare,False,,,1,0,2,0,0,0,1
494,Shipwreck Dowser,Creature,uncommon,False,3,3,1,0,2,0,0,0,3
495,Disenchant,Instant,common,False,,,,1,0,0,0,0,1
496,Heroes' Hangout,Sorcery,uncommon,False,,,,0,0,0,1,0,0
497,Aang's Iceberg,Enchantment,rare,False,,,3,1,0,0,0,0,2
